人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
311,宮本 百合子,3179,市民の生活と科学,新字新仮名,,柴田卓治,米田進,公開,2003-08-05,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,
23,徳田 秋声,55380,水ぎわの家,新字旧仮名,,特定非営利活動法人はるかぜ,久世名取,公開,2019-02-01,徳田秋聲全集第16巻,八木書店,1999（平成11）年5月18日初版,1999（平成11）年5月18日初版
118,長塚 節,1745,土,旧字旧仮名,,町野修三,小林繁雄,公開,2004-12-05,長塚節名作選　一,春陽堂書店,1987（昭和62）年8月20日第1刷,1987（昭和62）年8月20日第1刷
1154,岸田 国士,44715,芥川賞（第十八回）選評,新字旧仮名,,tatsuki,門田裕志,公開,2010-06-09,岸田國士全集26,岩波書店,1991（平成3）年10月8日,1991（平成3）年10月8日
1172,村山 籌子,44924,もしも、あめのかはりに,新字旧仮名,,菅野朋子,noriko saito,公開,2011-02-18,日本児童文学大系　第二六巻,ほるぷ出版,1978（昭和53）年11月30日初刷,1978（昭和53）年11月30日初刷
286,野口 雨情,4075,子供に化けた狐,新字旧仮名,,林幸雄,今井忠夫,公開,2003-12-11,定本　野口雨情　第六巻,未來社,1986（昭和61）年9月25日第1版第1刷,1986（昭和61）年9月25日第1版第1刷
305,正岡 子規,1897,墨汁一滴,新字旧仮名,,山口美佐,川向直樹,公開,2005-07-16,墨汁一滴,岩波文庫、岩波書店,1998（平成10）年1月5日第35刷,2004（平成16）年4月5日第42刷
1341,永井 荷風,60628,買出し,新字新仮名,,入江幹夫,noriko saito,公開,2022-01-28,問はずがたり・吾妻橋　他十六篇,岩波文庫、岩波書店,2019（令和元）年8月20日第1刷,2019（令和元）年8月20日第1刷
1288,宮城 道雄,47116,耳の日記,新字新仮名,,貝波明美,noriko saito,公開,2008-01-30,心の調べ,河出書房新社,2006（平成18）年8月30日初版,2006（平成18）年8月30日初版
879,芥川 竜之介,60,地獄変,新字旧仮名,,もりみつじゅんじ,j.utiyama,公開,1998-12-02,芥川龍之介全集　第一巻,岩波書店,,
997,北条 民雄,46917,癩院記録,新字旧仮名,,Nana ohbe,伊藤時也,公開,2010-10-17,定本　北條民雄全集　下巻,東京創元社,1980（昭和55）年12月20日初版,1980（昭和55）年12月20日初版
146,種田 山頭火,49266,其中日記 10 （十）,新字旧仮名,,小林繁雄,仙酔ゑびす,公開,2009-12-03,山頭火全集　第八巻,春陽堂書店,1987（昭和62）年7月25日第1刷,1987（昭和62）年7月25日第1刷
25,有島 武郎,207,二つの道,新字新仮名,,鈴木厚司,鈴木厚司,公開,1998-06-22,惜しみなく愛は奪う,角川文庫、角川書店,1979（昭和54）年4月30日発行改版14版,
1124,魯迅 ,43414,不周山,新字新仮名,井上 紅梅,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2007-07-04,魯迅全集,改造社,1932（昭和7）年11月18日,1932（昭和7）年11月18日
908,坂本 竜馬,51852,手紙 067 慶応三年五月七日　伊藤助太夫あて,新字旧仮名,,Yanajin33,Hanren,公開,2010-09-09,龍馬の手紙、宮地佐一郎,講談社学術文庫、講談社,2008（平成20）年9月19日第7刷,2008（平成20）年9月19日第7刷
809,宮原 晃一郎,45157,竜宮の犬,新字旧仮名,,tatsuki,鈴木厚司,公開,2005-09-15,日本児童文学大系　第一一巻,ほるぷ出版,1978（昭和53）年11月30日初刷,1978（昭和53）年11月30日初刷
1373,木暮 理太郎,56269,日本アルプスの五仙境,新字新仮名,,栗原晶子,雪森,公開,2014-07-28,山の憶い出　下,平凡社ライブラリー、平凡社,1999（平成11）年7月15日初版第1刷,1999（平成11）年7月15日初版第1刷
311,宮本 百合子,46247,日記 15 一九二九年（昭和四年）,新字新仮名,,柴田卓治,青空文庫（校正支援）,公開,2016-03-29,宮本百合子全集　第二十四巻,新日本出版社,1986（昭和61）年3月20日第4刷,1986（昭和61）年3月20日第4刷
218,三木 清,46217,自己を中心に,新字新仮名,,文子,川山隆,公開,2007-02-06,現代日本思想大系33,筑摩書房,1975（昭和50）年5月30日初版第14刷,1966（昭和41）年5月30日
214,田山 花袋,48812,新しい生,新字旧仮名,,tatsuki,hitsuji,公開,2020-10-09,定本　花袋全集　第二十四巻,臨川書店,1995（平成7）年4月10日,1995（平成7）年4月10日
311,宮本 百合子,3695,今年改良したき事,新字新仮名,,柴田卓治,磐余彦,公開,2003-11-03,宮本百合子全集　第十七巻,新日本出版社,1986（昭和61）年3月20日第4刷,
236,大阪 圭吉,1267,白妖,新字新仮名,,大野晋,川山隆,公開,2009-03-12,とむらい機関車,国書刊行会,1992（平成4）年5月25日初版第1刷,1992（平成4）年5月25日初版第1刷
35,太宰 治,18349,困惑の弁,新字新仮名,,杜十朗,土屋隆,公開,2003-10-08,太宰治全集10,ちくま文庫、筑摩書房,1989（平成元）年6月27日第1刷,1989（平成元）年6月27日第1刷
255,国枝 史郎,47253,支那の思出,新字新仮名,,門田裕志,阿和泉拓,公開,2010-12-22,国枝史郎歴史小説傑作選,作品社,2006（平成18）年3月30日第1刷,2006（平成18）年3月30日第1刷
262,小酒井 不木,48068,血の盃,新字新仮名,,川山隆,宮城高志,公開,2010-05-11,怪奇探偵小説名作選１　小酒井不木集,ちくま文庫、筑摩書房,2002（平成14）年2月6日第1刷,2002（平成14）年2月6日第1刷
448,江見 水蔭,46491,怪異暗闇祭,新字新仮名,,岡山勝美,門田裕志,公開,2006-11-19,怪奇・伝奇時代小説選集8　百物語他11編,春陽文庫、春陽堂書店,2000（平成12）年5月20日第1刷,2000（平成12）年5月20日第1刷
388,淡島 寒月,4908,銀座は昔からハイカラな所,新字新仮名,,小林繁雄,門田裕志,公開,2003-02-16,梵雲庵雑話,岩波文庫、岩波書店,1999（平成11）年8月18日第1刷,
42,寺田 寅彦,4671,震災日記より,新字新仮名,,砂場清隆,多羅尾伴内,公開,2003-11-16,寺田寅彦全集　第七巻,岩波書店,1997（平成9）年6月5日,1997（平成9）年6月5日
82,岡本 綺堂,960,半七捕物帳 27 化け銀杏,新字新仮名,,tatsuki,山本奈津恵,公開,1999-11-06,時代推理小説　半七捕物帳（二）,光文社時代小説文庫、光文社,,1997（平成9）年3月20日第11刷
1154,岸田 国士,44677,戦時下に於る文化運動の意義,新字旧仮名,,tatsuki,門田裕志,公開,2010-04-03,岸田國士全集25,岩波書店,1991（平成3）年8月8日,1991（平成3）年8月8日
111,佐々木 味津三,594,右門捕物帖 30 闇男,新字新仮名,,tatsuki,kazuishi,公開,2000-01-14,右門捕物帖（三）,春陽文庫、春陽堂書店,1982（昭和57）年9月15日新装第1刷,1996（平成8）年4月20日新装第3刷
221,平林 初之輔,48111,動物園の一夜,新字新仮名,,川山隆,門田裕志,公開,2010-07-17,平林初之輔探偵小説選Ⅰ〔論創ミステリ叢書1〕,論創社,2003（平成15）年10月10日初版第1刷,2003（平成15）年10月10日初版第1刷
1224,久生 十蘭,47496,キャラコさん 11 新しき出発,新字新仮名,,tatsuki,小林繁雄、門田裕志,公開,2009-01-30,久生十蘭全集　Ⅶ,三一書房,1978（昭和53）年1月31日第1版第3刷,1993（平成5）年4月30日第1版第6刷
1618,根岸 正吉,54004,労働者大会,新字新仮名,,坂本真一,雪森,公開,2015-08-28,日本プロレタリア文学集・38　プロレタリア詩集（一）,新日本出版社,1987（昭和62）年5月25日初版,1987（昭和62）年5月25日初版
183,牧野 信一,45223,バラルダ物語,新字旧仮名,,宮元淳一,小林繁雄、門田裕志,公開,2008-02-03,牧野信一全集第四巻,筑摩書房,2002（平成14）年6月20日初版第1刷,2002（平成14）年6月20日初版第1刷
146,種田 山頭火,48249,草木塔,新字新仮名,,門田裕志,仙酔ゑびす,公開,2008-07-15,山頭火随筆集,講談社文芸文庫、講談社,2007（平成19）年2月5日第9刷,2007（平成19）年2月5日第9刷
1154,岸田 国士,44598,テアトル・コメディイ,新字旧仮名,,tatsuki,門田裕志,公開,2007-12-21,岸田國士全集21,岩波書店,1990（平成2）年7月9日,1990（平成2）年7月9日
154,田中 貢太郎,45566,レンズに現われた女の姿,新字新仮名,,Hiroshi_O,noriko saito,公開,2010-11-23,伝奇ノ匣6　田中貢太郎日本怪談事典,学研Ｍ文庫、学習研究社,2003（平成15）年10月22日初版,2003（平成15）年10月22日初版
1623,百田 宗治,54032,露西亜よ汝は飛ぶ,新字新仮名,,坂本真一,雪森,公開,2015-08-21,日本プロレタリア文学集・38　プロレタリア詩集（一）,新日本出版社,1987（昭和62）年5月25日初版,1987（昭和62）年5月25日初版
325,蘭 郁二郎,2192,地図にない島,新字新仮名,,門田裕志,川山隆,公開,2007-01-19,火星の魔術師,国書刊行会,1993（平成5）年7月20日初版第1刷,1993（平成5）年7月20日初版第1刷
311,宮本 百合子,3447,メーデーぎらい,新字新仮名,,柴田卓治,磐余彦,公開,2003-10-20,宮本百合子全集　第十六巻,新日本出版社,1986（昭和61）年3月20日第4刷,
154,田中 貢太郎,52253,切支丹転び,新字新仮名,,川山隆,門田裕志,公開,2012-05-12,日本怪談大全　第一巻　女怪の館,国書刊行会,1995（平成7）年7月10日初版第1刷,1995（平成7）年7月10日初版第1刷
96,夢野 久作,939,東京人の堕落時代,新字新仮名,,柴田卓治,かとうかおり,公開,2000-04-28,夢野久作全集2,ちくま文庫、筑摩書房,,1992（平成4）年6月22日第1刷
93,南方 熊楠,24456,棄老伝説に就て,旧字旧仮名,,高柳典子,多羅尾伴内,公開,2003-08-17,土俗と傳説,文武堂店,1918（大正7）年8月第壹卷第壹號, 
1154,岸田 国士,44698,『南方絵筆紀行』の序,新字旧仮名,,tatsuki,門田裕志,公開,2010-04-19,岸田國士全集26,岩波書店,1991（平成3）年10月8日,1991（平成3）年10月8日
183,牧野 信一,45337,ベツコウ蜂,新字旧仮名,,宮元淳一,門田裕志,公開,2010-11-07,牧野信一全集第五巻,筑摩書房,2002（平成14）年7月20日初版第1刷,2002（平成14）年7月20日初版第1刷
933,折口 信夫,46312,鸚鵡小町,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-02-05,折口信夫全集　2,中央公論社,1995（平成7）年3月10日初版,1995（平成7）年3月10日初版
603,白鳥 庫吉,52230,倭女王卑弥呼考,旧字旧仮名,,しだひろし,岩澤秀紀,公開,2012-11-28,白鳥庫吉全集　第一卷　日本上代史研究　上,岩波書店,1969（昭和44）年12月8日,1969（昭和44）年12月8日
678,富永 太郎,55491,無題,新字旧仮名,,村松洋一,川山隆,公開,2014-04-19,富永太郎詩集,現代詩文庫、思潮社,1984（昭和59）年10月1日第6刷,1984（昭和59）年10月1日第6刷
160,海野 十三,3521,雷,新字新仮名,,tatsuki,花田泰治郎,公開,2005-05-31,海野十三全集　第5巻　浮かぶ飛行島,三一書房,1989（平成元）年4月15日第1版第1刷,1989（平成元）年4月15日第1版第1刷
283,中里 介山,43061,「峠」という字,新字新仮名,,門田裕志,多羅尾伴内,公開,2004-06-27,中里介山全集第二十巻,筑摩書房,1972（昭和47）年7月30日,1972（昭和47）年7月30日
125,小栗 虫太郎,43678,地虫,新字新仮名,,ロクス・ソルス,安里努,公開,2013-04-30,潜航艇「鷹の城」,現代教養文庫、社会思想社,1977（昭和52）年12月15日初版第1刷,1994（平成6）年8月30日初版第3版
1569,中谷 宇吉郎,59187,雨を降らす話,新字新仮名,,砂場清隆,岡村和彦,公開,2020-12-05,中谷宇吉郎随筆選集第二巻,朝日新聞社,1966（昭和41）年9月30日第2刷,1966（昭和41）年8月20日初版
311,宮本 百合子,3075,二つの型,新字新仮名,,柴田卓治,米田進,公開,2003-07-03,宮本百合子全集　第十四巻,新日本出版社,1986（昭和61）年3月20日第5刷,
372,桑原 隲蔵,44907,支那の孝道殊に法律上より観たる支那の孝道,旧字旧仮名,,はまなかひとし,染川隆俊,公開,2010-09-21,桑原隲藏全集　第三卷,岩波書店,1968（昭和43）年4月30日,1968（昭和43）年4月30日
1566,柳田 国男,58320,瀬戸内海の海人,旧字旧仮名,,フクポー,きゅうり,公開,2020-08-08,定本柳田國男集　第一巻,筑摩書房,1963（昭和38）年9月25日,1963（昭和38）年9月25日
933,折口 信夫,46966,桃の伝説,新字旧仮名,,門田裕志,仙酔ゑびす,公開,2007-05-16,折口信夫全集　3,中央公論社,1995（平成7）年4月10日初版,1995（平成7）年4月10日初版
126,田中 英光,1663,野狐,新字新仮名,,kompass,林幸雄,公開,2001-02-22,昭和文学全集　第32巻,小学館,,1989（平成元）年8月1日初版
416,伊藤 野枝,57002,書簡　大杉栄宛 （一九一六年五月三〇日）,新字旧仮名,,酒井裕二,雪森,公開,2016-02-20,定本　伊藤野枝全集　第二巻　評論・随筆・書簡1――『青鞜』の時代,學藝書林,2000（平成12）年5月31日初版,2000（平成12）年5月31日初版
164,堺 利彦,1470,私の父,新字新仮名,,もりみつじゅんじ,今井忠夫,公開,2000-11-15,日本の名随筆49　父,作品社,1988（昭和63）年1月20日第4刷,1989（平成元）年10月31日第7刷
370,横瀬 夜雨,3515,女子文壇の人々,旧字旧仮名,,林幸雄,松永正敏,公開,2003-08-11,雪あかり,書物展望社,1934（昭和9）年6月27日上梓,　
281,戸坂 潤,3600,思想としての文学,新字新仮名,,矢野正人,青空文庫（校正支援）,公開,2012-10-02,戸坂潤全集第四巻,勁草書房,1975（昭和50）年9月20日第7刷,
374,饗庭 篁村,56014,木曽道中記,旧字旧仮名,,古山惠一郎,岡村和彦,公開,2019-06-20,明治文學全集　94　明治紀行文學集,筑摩書房,1974（昭和49）年1月30日第1刷,1974（昭和49）年1月30日第1刷
1095,坂口 安吾,42977,狼園,新字旧仮名,,tatsuki,今井忠夫,公開,2006-01-02,坂口安吾全集　02,筑摩書房,1999（平成11）年4月20日初版第1刷,1999（平成11）年4月20日初版第1刷
1475,小川 未明,51084,ものぐさなきつね,新字新仮名,,ぷろぼの青空工作員チーム入力班,江村秀之,公開,2014-01-25,定本小川未明童話全集　3,講談社,1981（昭和56）年1月6日第7刷,1977（昭和52）年1月10日第1刷
183,牧野 信一,52750,大正十五年の文壇及び劇団に就て語る,新字旧仮名,,宮元淳一,門田裕志,公開,2011-07-25,牧野信一全集第二巻,筑摩書房,2002（平成14）年3月24日初版第1刷,
1154,岸田 国士,44760,新劇の黎明,新字旧仮名,,tatsuki,門田裕志,公開,2010-07-21,岸田國士全集27,岩波書店,1991（平成3）年12月9日,1991（平成3）年12月9日
1095,坂口 安吾,48343,中村地平著「長耳国漂流記」,新字旧仮名,,tatsuki,noriko saito,公開,2008-10-21,坂口安吾全集　03,筑摩書房,1999（平成11）年3月20日初版第1刷,1999（平成11）年3月20日初版第1刷
1248,佐藤 垢石,46745,しゃもじ（杓子）,新字新仮名,,門田裕志,松永正敏,公開,2007-01-15,『たぬき汁』以後,つり人ノベルズ、つり人社,1993（平成5）年8月20日第1刷,1993（平成5）年8月20日第1刷
879,芥川 竜之介,45,春,新字新仮名,,j.utiyama,かとうかおり,公開,1999-01-05,芥川龍之介全集5,ちくま文庫、筑摩書房,1995（平成7）年4月10日第6刷,1996（平成8）年7月15日第7刷
146,種田 山頭火,48259,遍路の正月,新字新仮名,,門田裕志,仙酔ゑびす,公開,2008-07-20,山頭火随筆集,講談社文芸文庫、講談社,2007（平成19）年2月5日第9刷,2007（平成19）年2月5日第9刷
1758,マン パウル・トーマス,55962,ある幸福,新字新仮名,実吉 捷郎,kompass,酒井裕二,公開,2015-05-21,トオマス・マン短篇集,岩波文庫、岩波書店,2003（平成15）年5月24日第33刷,2011（平成23）年8月4日第38刷
1670,野村 胡堂,56099,新奇談クラブ 01 第一夜　初夜を盗む,新字新仮名,,門田裕志,江村秀之,公開,2019-04-14,奇談クラブ（全）,桃源社,1969（昭和44）年10月20日,1969（昭和44）年10月20日
50,泉 鏡花,48410,蠅を憎む記,新字旧仮名,,門田裕志,川山隆,公開,2009-06-04,日本幻想文学集成1　泉鏡花,国書刊行会,1995（平成7）年10月9日初版第5刷,1991（平成3）年3月25日初版第1刷
42,寺田 寅彦,2334,簔虫と蜘蛛,新字新仮名,,田辺浩昭,かとうかおり,公開,1999-11-24,寺田寅彦随筆集　第一巻,岩波文庫、岩波書店,1997（平成9）年12月15日第81刷,1997（平成9）年12月15日第81刷
150,薄田 泣菫,16036,喜光寺,旧字旧仮名,,林幸雄,門田裕志,公開,2003-04-01,現代日本紀行文学全集　西日本編,ほるぷ出版,1976（昭和51）年8月1日初版,
